indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity
IOC03956,IP Address,185.30.203.35,Phishing,Unknown,High,Medium
IOC03957,Domain,ward-scott.com,Trojan,Nation-State Actor (Unattributed),Medium,Low
IOC03958,Email Address,xlogan@example.org,SQL Injection Campaign,Unknown,Low,Low
IOC03959,File Hash (SHA256),9cce7fef1c2d8a47d90475c3fdb1abd6e0abf3e23b2f12de46f7762639cf097c,Worm,Script Kiddie,Medium,Low
IOC03960,Domain,king-anderson.net,Trojan,Nation-State Actor (Unattributed),Medium,Medium
IOC03961,File Hash (SHA256),a5325a54dd131a4a37a8f5b043dc8dd7a6e90cabc8697f71c995616c0f1dac01,Spyware,Unknown,Low,Medium
IOC03962,File Hash (SHA256),2e4381db1e47ba7cf2d71d065287135794501699a78899508ef414286d31f14c,Ransomware,Script Kiddie,Medium,Medium
IOC03963,IP Address,54.92.129.213,Rootkit,Anonymous Group,Medium,Medium
IOC03964,URL,https://wiley-price.net/app/category/postsprivacy.html,Ransomware,Anonymous Group,High,Critical
IOC03965,Email Address,promero@example.net,Cryptojacking,Anonymous Group,High,Low
IOC03966,File Hash (SHA256),123184b38e0d59d1c1b372bd849430ad8fadc268f03e6e11a42e050750d5ed41,Malware,Anonymous Group,Low,High
IOC03967,File Hash (SHA256),2b25aaf1ace8d3825dee50232cffe3042e46753886546deb69e9e7b21040e995,Worm,Organized Crime Syndicate,Low,High
IOC03968,Domain,grant-williams.com,DDoS,Insider Threat,Low,High
IOC03969,Domain,crawford.com,DDoS,Threat Group Bravo,Low,High
IOC03970,Email Address,emassey@example.org,Rootkit,Organized Crime Syndicate,Low,Low
IOC03971,URL,https://marsh.com/searchpost.html,SQL Injection Campaign,Organized Crime Syndicate,Low,Low
IOC03972,File Hash (SHA256),7c44adb097428cece109b9437769dd5223a3805173d786233925a6ee0ed3c5ab,Cryptojacking,Threat Group Bravo,High,Medium
IOC03973,IP Address,129.198.1.92,Malware,Hacktivist Collective,Low,Medium
IOC03974,File Hash (SHA256),9111723852543ca1bc27e8c4faf1b4b84032b1c521d5079e62ef21ce22a5afdf,Malware,Script Kiddie,Low,High
IOC03975,Domain,chung.biz,Keylogger,Threat Group Alpha,Medium,High
IOC03976,Domain,peterson.biz,Ransomware,Insider Threat,High,Medium
IOC03977,File Hash (SHA256),b3d329d1c74b1ddd3415febb099d87c4c09622b59a1592135574f9a240002a5e,Worm,Hacktivist Collective,High,Medium
IOC03978,URL,http://patel.com/app/list/postssearch.php,Ransomware,Threat Group Charlie,Medium,Critical
IOC03979,Domain,myers.com,Keylogger,Anonymous Group,Low,Low
IOC03980,IP Address,129.198.211.193,Trojan,Threat Group Alpha,Low,Medium
IOC03981,Domain,evans.net,Trojan,Unknown,Medium,Medium
IOC03982,URL,https://www.smith.biz/searchlogin.html,Rootkit,Script Kiddie,Medium,High
IOC03983,Domain,rojas.net,Spyware,Threat Group Charlie,Low,High
IOC03984,URL,https://www.morrison.org/tagauthor.htm,DDoS,Nation-State Actor (Unattributed),High,Medium
IOC03985,Email Address,davidcarter@example.org,Rootkit,Unknown,Medium,Low
IOC03986,File Hash (SHA256),af3c0966f3c2b4e2b0bc2fea6961b00b732555016813a6518927cee7169d05ef,SQL Injection Campaign,Script Kiddie,Low,Medium
IOC03987,URL,https://robbins.net/tags/appauthor.htm,Malware,Threat Group Bravo,High,Medium
IOC03988,URL,http://www.madden.com/tagterms.asp,Worm,Threat Group Charlie,High,High
IOC03989,File Hash (SHA256),ba28b8ae631eea5ddee2458736b9bbdc0d7f12c45326ec121160afe763102d48,Spyware,Insider Threat,High,Medium
IOC03990,File Hash (SHA256),baa9c17227c3326ba7c93550f6a84c87f1c54e65c44c30c6e9a5fbe610fb71e5,Worm,Nation-State Actor (Unattributed),High,Critical
IOC03991,URL,https://cole-francis.info/categoryregister.html,Malware,Script Kiddie,Medium,Medium
IOC03992,Domain,flynn-escobar.biz,Brute Force,Insider Threat,Low,High
IOC03993,File Hash (SHA256),7bee778b630ac95a1e292d00cb3ba641ed702ad5da0410e9c2df014bf478f9cf,Trojan,Threat Group Bravo,High,Low
IOC03994,Domain,hardy.biz,Rootkit,Organized Crime Syndicate,Low,Low
IOC03995,Email Address,joegregory@example.net,Keylogger,Insider Threat,Low,Low
IOC03996,URL,http://www.schultz.com/bloghomepage.htm,Malware,Script Kiddie,High,High
IOC03997,Email Address,larrybarrera@example.com,SQL Injection Campaign,Hacktivist Collective,Low,Low
IOC03998,Email Address,sara06@example.com,Adware,Insider Threat,High,Medium
IOC03999,Domain,munoz-joseph.com,Spyware,Hacktivist Collective,Medium,Critical
IOC04000,URL,https://diaz.info/explorepost.php,DDoS,Organized Crime Syndicate,Medium,Medium
IOC04001,URL,https://www.cannon.com/list/category/mainabout.html,Rootkit,Threat Group Charlie,Low,Medium
IOC04002,File Hash (SHA256),ce185cc2ae2cbe969cb90178ae6efa7e5b2d7f3d6329640023fc39d575082eff,Malware,Unknown,Low,Medium
IOC04003,Domain,anderson-duncan.org,Malware,Anonymous Group,Low,Medium
IOC04004,File Hash (SHA256),d0b2313c445a647d4635adbaa2bb15080d8ee3002c86dcdae82616225a44b475,Ransomware,Anonymous Group,Medium,Medium
IOC04005,IP Address,79.69.204.14,Trojan,Hacktivist Collective,Low,Medium
IOC04006,Domain,garcia-davis.com,Malware,Nation-State Actor (Unattributed),High,Medium
IOC04007,File Hash (SHA256),113f33bb5c627c704c9cc5eeb20d4badc5503dc277e22a9e96c822faa5154cc4,Keylogger,Script Kiddie,Medium,Medium
IOC04008,File Hash (SHA256),50ab6c40c0de5a03e72c0710aa433c0a1acee3fe75027e36d9777cdff890a402,SQL Injection Campaign,Hacktivist Collective,High,Low
IOC04009,Domain,valdez.com,Trojan,Insider Threat,Medium,High
IOC04010,IP Address,196.35.160.163,Rootkit,Nation-State Actor (Unattributed),Medium,High
IOC04011,IP Address,195.232.243.241,SQL Injection Campaign,Unknown,High,Medium
IOC04012,Domain,hoover-graham.net,Backdoor,Anonymous Group,High,Medium
IOC04013,File Hash (SHA256),7802cf73aafe9d364e33aa75e452beca0913ed5c76d62ed744f43d94071943d5,Adware,Threat Group Alpha,Low,High
IOC04014,Domain,green-saunders.com,Brute Force,Unknown,Medium,High
IOC04015,Domain,dean.biz,SQL Injection Campaign,Threat Group Alpha,Medium,High
IOC04016,Domain,ortiz-allen.net,Brute Force,Threat Group Charlie,High,Medium
IOC04017,IP Address,206.223.145.100,SQL Injection Campaign,Anonymous Group,Medium,High
IOC04018,Email Address,ahardy@example.org,SQL Injection Campaign,Threat Group Alpha,Medium,Medium
IOC04019,IP Address,210.18.187.150,Botnet,Threat Group Charlie,Medium,High
IOC04020,Domain,bryant-gould.com,Adware,Script Kiddie,Low,Low
IOC04021,Domain,arnold-bradley.info,Rootkit,Organized Crime Syndicate,Medium,Low
IOC04022,Domain,grant.net,Botnet,Unknown,Medium,Medium
IOC04023,File Hash (SHA256),e1f1b342882b07225f8836a2663df4d5077c01f6c43d54b32e530e5b24e4487d,Trojan,Unknown,High,High
IOC04024,File Hash (SHA256),1a5cf0f518c80a03896d94de0173275a51414581ce9908276346ce01d8ca08ad,Brute Force,Threat Group Charlie,High,Medium
IOC04025,IP Address,223.72.21.50,Botnet,Organized Crime Syndicate,Low,High
IOC04026,Email Address,yrogers@example.net,Worm,Threat Group Alpha,Low,Low
IOC04027,URL,https://www.houston-wells.com/main/tagsfaq.htm,Ransomware,Nation-State Actor (Unattributed),Low,Critical
IOC04028,Domain,parker-crosby.com,Trojan,Threat Group Alpha,Low,Medium
IOC04029,Domain,stephenson-mason.info,Ransomware,Threat Group Alpha,Low,High
IOC04030,IP Address,188.253.201.249,Malware,Anonymous Group,Medium,High
IOC04031,URL,http://black-goodwin.com/search/wp-content/searchprivacy.jsp,Botnet,Threat Group Alpha,High,Medium
IOC04032,URL,https://www.morrow-sanchez.com/tagsprivacy.html,Trojan,Threat Group Bravo,Low,Medium
IOC04033,File Hash (SHA256),cc929e6e72336db2ba8a7a35d902f307280df9300217fd68435e9f036a73e4ed,Malware,Anonymous Group,Medium,Low
IOC04034,File Hash (SHA256),519437accca14fca94442e6d547aa0e3a5dc1b32b26f308cdc4da70cf5816b0a,Phishing,Organized Crime Syndicate,Medium,Medium
IOC04035,URL,https://baldwin-palmer.com/wp-content/categories/blogprivacy.php,Brute Force,Threat Group Bravo,High,Critical
IOC04036,File Hash (SHA256),ae300b253e347af6c00fa251a02011ab18bee476feb4250f591a6b14eabfdeb5,Ransomware,Hacktivist Collective,Low,Low
IOC04037,File Hash (SHA256),ae4ce2e61a72c5aa9ce82a28f63fe1bec48afbf4283d22ccb591a243db144145,Trojan,Threat Group Alpha,Medium,Critical
IOC04038,Domain,moore-strickland.com,Brute Force,Threat Group Alpha,Medium,Medium
IOC04039,File Hash (SHA256),4003628a3877b1d76d9a263a739d12b3578f2a58cd88233364ee3d7fed6dda1a,Phishing,Insider Threat,High,Critical
IOC04040,Email Address,mariobaker@example.net,Spyware,Hacktivist Collective,Low,Medium
IOC04041,IP Address,24.209.32.113,Keylogger,Organized Crime Syndicate,Medium,Critical
IOC04042,URL,http://garrett.com/categories/exploreabout.html,Backdoor,Anonymous Group,Low,Critical
IOC04043,File Hash (SHA256),d3aa6ae433728bde68d2d7e1b4e692c0e048f02cf6d951071b381fcc208f3bd8,Spyware,Anonymous Group,High,Medium
IOC04044,File Hash (SHA256),686741dbfcb2c4b00ebee549a25d346d2d62fd283f57880356c06522d7940d2a,SQL Injection Campaign,Anonymous Group,High,Medium
IOC04045,IP Address,205.65.160.200,Keylogger,Unknown,Medium,Medium
IOC04046,IP Address,165.2.241.134,Trojan,Unknown,High,Medium
IOC04047,Email Address,isaiah23@example.org,Trojan,Threat Group Alpha,Medium,Critical
IOC04048,IP Address,82.35.171.194,Brute Force,Anonymous Group,Low,Medium
IOC04049,File Hash (SHA256),02d85a0d854077fea4ca3a83f4034fdee228906191bebf6a413cbd4245ff6d06,Adware,Insider Threat,High,Low
IOC04050,File Hash (SHA256),f09e8f5d69a0d8322f02391fb3ce3e9f5268649c967b32bcd824365500e71334,Phishing,Script Kiddie,High,High
IOC04051,URL,https://www.padilla.info/blog/list/searchmain.html,Adware,Hacktivist Collective,Medium,Critical
IOC04052,IP Address,133.237.157.20,Adware,Script Kiddie,Low,Medium
IOC04053,IP Address,126.43.40.212,SQL Injection Campaign,Script Kiddie,High,Medium
IOC04054,IP Address,155.28.196.175,Cryptojacking,Organized Crime Syndicate,Low,Critical
IOC04055,Email Address,gary23@example.org,Spyware,Unknown,High,Critical
IOC04056,Domain,calderon.info,Rootkit,Script Kiddie,Medium,Critical
IOC04057,URL,http://stewart.com/blog/app/searchfaq.html,Malware,Threat Group Alpha,High,High
IOC04058,IP Address,169.191.47.177,Malware,Unknown,High,Medium
IOC04059,URL,https://www.olson-brock.org/categories/tagsprivacy.asp,Adware,Threat Group Charlie,Low,Medium
IOC04060,File Hash (SHA256),1cc9135dc36a97935d8ad2465076e004eadd32bac73b1932df5aa6e9484dd8e9,Phishing,Unknown,High,Critical
IOC04061,URL,https://chase.com/bloghome.php,Ransomware,Threat Group Alpha,High,Low
IOC04062,File Hash (SHA256),94b4d79cf0e4515a644e09ffc783cd31b0dcc2f54090545524247f15245b596f,Adware,Insider Threat,Low,Low
IOC04063,Email Address,asnow@example.net,Backdoor,Threat Group Alpha,Medium,Low
IOC04064,IP Address,175.239.37.235,DDoS,Unknown,Low,Critical
IOC04065,URL,http://www.mills.net/posts/listhome.php,Adware,Script Kiddie,Low,High
IOC04066,File Hash (SHA256),61619ccbf12087ce19b02eee549f2c9512fcbcc08de5507cd650a1b588935097,Adware,Nation-State Actor (Unattributed),Medium,High
IOC04067,IP Address,187.144.163.149,Backdoor,Threat Group Alpha,High,Medium
IOC04068,URL,https://www.woods-hunt.org/tagauthor.html,Adware,Unknown,Medium,Low
IOC04069,File Hash (SHA256),e709b4b77031997db30505f806d18bb18614c144750dd94584b923085e0d99f4,SQL Injection Campaign,Nation-State Actor (Unattributed),Low,Critical
IOC04070,Email Address,lopezadriana@example.net,Keylogger,Organized Crime Syndicate,Medium,Medium
IOC04071,URL,http://odom.info/search/posts/blogpost.html,Spyware,Threat Group Bravo,Low,Medium
IOC04072,File Hash (SHA256),28877274a8c126d9b6dd26237e6fa6edee8eb5ba7131334cb3381d546f904a36,Cryptojacking,Threat Group Charlie,Medium,High
IOC04073,URL,http://www.brown.com/search/mainfaq.asp,Phishing,Nation-State Actor (Unattributed),High,Low
IOC04074,File Hash (SHA256),45816352b5be5ff56f38eaa0ccaf19a8bbd8552363fc3906979f3fedb63a332f,Worm,Threat Group Alpha,Low,Medium
IOC04075,IP Address,8.125.195.206,Malware,Hacktivist Collective,Medium,Medium
IOC04076,IP Address,167.48.213.35,Brute Force,Threat Group Alpha,Low,Medium
IOC04077,URL,http://www.roman.com/wp-contentsearch.php,SQL Injection Campaign,Script Kiddie,High,Medium
IOC04078,Domain,ortiz-pratt.com,Phishing,Organized Crime Syndicate,High,Low
IOC04079,File Hash (SHA256),75ff350c9a4ec6a30d1ac5d60b9c6ef1b78410b8203d2290d7ff1c7f7133e5c5,Keylogger,Threat Group Bravo,Medium,Low
IOC04080,Email Address,gward@example.net,Keylogger,Threat Group Charlie,Medium,Medium
IOC04081,File Hash (SHA256),92b216747ea9494fbb874a77ae1c3ec3060fca33cd5159fab8cfe236c8c57fbc,Spyware,Hacktivist Collective,Low,High
IOC04082,URL,http://krause-nelson.com/categories/exploremain.html,Keylogger,Threat Group Alpha,Low,Low
IOC04083,Email Address,lindagarcia@example.org,Backdoor,Organized Crime Syndicate,Medium,Medium
IOC04084,URL,http://snyder-lynch.net/search/listhome.html,Spyware,Nation-State Actor (Unattributed),Low,Low
IOC04085,URL,https://www.montgomery.com/blog/categories/tagabout.php,Trojan,Nation-State Actor (Unattributed),Low,Low
IOC04086,URL,http://wallace.com/tags/apppost.htm,Backdoor,Anonymous Group,High,High
IOC04087,URL,https://www.harmon.com/explore/mainpost.htm,Malware,Nation-State Actor (Unattributed),High,Low
IOC04088,URL,http://www.lucas.com/search/mainterms.jsp,Ransomware,Threat Group Alpha,Medium,High
IOC04089,Domain,novak-jenkins.org,Cryptojacking,Hacktivist Collective,Low,High
IOC04090,File Hash (SHA256),808eb5278b7ee54a7372b482fbcea369ce4bee5c501ef48bd02c17859c05ce76,DDoS,Threat Group Alpha,Medium,High
IOC04091,Domain,miranda-johnston.com,Ransomware,Hacktivist Collective,Medium,Low
IOC04092,File Hash (SHA256),3356a3426202b9de56c9807b4101e9801c27978b73040b3fd194520293ab633d,Rootkit,Threat Group Alpha,High,High
IOC04093,File Hash (SHA256),a17f0a101e7c1fd7cff013a0538b1809f27176d461be674e7fc2c01c6dae2f82,DDoS,Hacktivist Collective,High,High
IOC04094,IP Address,208.143.61.53,Phishing,Threat Group Bravo,Medium,Critical
IOC04095,File Hash (SHA256),1311f457abc67437e6232b851cb59a2045e3b6d879a18d7d71325b7960ff358a,Rootkit,Threat Group Alpha,Low,High
IOC04096,Email Address,dcampbell@example.org,Keylogger,Anonymous Group,Medium,Medium
IOC04097,Email Address,johnsonmallory@example.org,Phishing,Nation-State Actor (Unattributed),Low,Low
IOC04098,File Hash (SHA256),a3405ec56f8637b7b88124835b414118b78a38f922d3ee9b2cc21d5f60baccde,Adware,Hacktivist Collective,Medium,High
IOC04099,Domain,pearson-carpenter.net,Spyware,Threat Group Bravo,Low,Critical
IOC04100,File Hash (SHA256),f8dfc9a870bc659261413ae62d8e19134c0ae73e721356334cfd1502b3c71c14,Worm,Threat Group Bravo,High,Medium
IOC04101,Domain,burke.com,Adware,Organized Crime Syndicate,High,Critical
IOC04102,Domain,wilkinson-smith.net,DDoS,Insider Threat,High,Critical
IOC04103,Email Address,samanthamorrison@example.org,Worm,Threat Group Charlie,Medium,Medium
IOC04104,IP Address,214.11.25.73,Rootkit,Threat Group Charlie,Low,High
IOC04105,File Hash (SHA256),a779115bdcfcbe1e5d84cc4e05178abf44f0c304647522b0ab8434e79179f867,Malware,Script Kiddie,Low,High
IOC04106,Domain,gonzales.info,Rootkit,Anonymous Group,Low,Low
IOC04107,Email Address,jamespalmer@example.org,Rootkit,Insider Threat,Low,High
IOC04108,File Hash (SHA256),28b2a04a492bf8d70dac619a1ab2d003a0ee73006be542aa8a43cef754d8319d,Backdoor,Threat Group Charlie,Low,Medium
IOC04109,IP Address,116.24.214.91,DDoS,Threat Group Alpha,High,Critical
IOC04110,File Hash (SHA256),9d183c362e8b24c0dcad4823d37957ea31c47f0e53fcbea78af40075e89614fa,SQL Injection Campaign,Unknown,Medium,Critical
IOC04111,IP Address,212.121.247.51,Worm,Unknown,High,Critical
IOC04112,Email Address,william19@example.net,SQL Injection Campaign,Unknown,Medium,Medium
IOC04113,File Hash (SHA256),1426b96c9871076c2238ff556a4ecabaf03c601710df15555e53f27f5019a037,SQL Injection Campaign,Threat Group Charlie,Low,Medium
IOC04114,IP Address,216.134.12.86,Backdoor,Insider Threat,Low,Low
IOC04115,Email Address,iprice@example.org,Spyware,Anonymous Group,Low,High
IOC04116,Domain,barker-scott.com,Botnet,Nation-State Actor (Unattributed),Low,High
IOC04117,URL,http://fry.com/tag/tagsprivacy.html,Phishing,Threat Group Alpha,Low,Medium
IOC04118,URL,http://robertson.net/tags/postslogin.jsp,Adware,Hacktivist Collective,High,Low
IOC04119,Domain,larson-santiago.info,Trojan,Script Kiddie,Medium,Medium
IOC04120,Domain,wheeler.com,Cryptojacking,Unknown,Low,High
IOC04121,Email Address,nancyschmidt@example.org,SQL Injection Campaign,Script Kiddie,Medium,Medium
IOC04122,URL,https://www.gamble.com/categories/wp-contentindex.asp,Trojan,Insider Threat,Low,Medium
IOC04123,IP Address,130.253.53.116,Cryptojacking,Unknown,Low,Critical
IOC04124,File Hash (SHA256),717b6353cd06ab7604e9ab4c7a1f4df2c9b95cebf3f9ff4a8a5ca5469c2f165b,Adware,Script Kiddie,High,High
IOC04125,Domain,rich.biz,Cryptojacking,Threat Group Bravo,High,High
IOC04126,File Hash (SHA256),cbee85fa0442f86998d1eae2c2346221437a7de8c307a35281a8e95b3a477f71,Rootkit,Threat Group Bravo,Medium,Medium
IOC04127,IP Address,133.53.136.204,Adware,Unknown,Low,High
IOC04128,Domain,graham.biz,Backdoor,Anonymous Group,Low,High
IOC04129,File Hash (SHA256),51c990f49e047c119a686e47941bc4f126b49db8c89edc2f73902b1400e3376b,Phishing,Unknown,High,Low
IOC04130,Email Address,margaret65@example.org,DDoS,Threat Group Charlie,High,Low
IOC04131,Email Address,alanguzman@example.net,Ransomware,Hacktivist Collective,Medium,Medium
IOC04132,URL,https://ray-mckenzie.net/categories/tagauthor.jsp,Keylogger,Threat Group Charlie,High,High
IOC04133,URL,http://www.salazar.biz/app/categoryhome.htm,Adware,Nation-State Actor (Unattributed),High,High
IOC04134,IP Address,197.80.235.203,Brute Force,Threat Group Alpha,Medium,Medium
IOC04135,URL,https://www.butler-acosta.info/categories/explorecategory.asp,Keylogger,Insider Threat,Medium,High
IOC04136,URL,https://www.anderson.net/blogindex.asp,Rootkit,Unknown,Medium,Low
IOC04137,File Hash (SHA256),e1c82cad65f7af432d688fbddad17dd252b24e580e515a2422aac1aef8ea1cda,Keylogger,Threat Group Alpha,High,High
IOC04138,Domain,murray.org,SQL Injection Campaign,Threat Group Alpha,High,Low
IOC04139,IP Address,193.239.163.160,DDoS,Unknown,Medium,Low
IOC04140,Domain,smith-bates.com,Cryptojacking,Unknown,Low,Medium
IOC04141,URL,https://www.mcclain.com/appregister.html,Backdoor,Script Kiddie,High,Medium
IOC04142,Domain,oliver.com,Ransomware,Anonymous Group,Medium,Medium
IOC04143,File Hash (SHA256),3c1b27f6515b9e3b1934509ab2e58c3e584452785a8f902fb8d7ee70cdb2fd18,SQL Injection Campaign,Threat Group Alpha,High,Medium
IOC04144,IP Address,115.238.200.125,Ransomware,Hacktivist Collective,Low,Medium
IOC04145,URL,https://www.dixon-mathis.com/mainmain.htm,Spyware,Hacktivist Collective,High,High
IOC04146,Domain,edwards.com,SQL Injection Campaign,Hacktivist Collective,Medium,Medium
IOC04147,Email Address,hmorgan@example.com,Phishing,Script Kiddie,High,Critical
IOC04148,IP Address,198.171.92.95,Cryptojacking,Organized Crime Syndicate,Medium,Low
IOC04149,IP Address,155.227.54.44,Phishing,Threat Group Bravo,Medium,High
IOC04150,Email Address,kenneth82@example.net,Brute Force,Hacktivist Collective,Low,High
IOC04151,URL,https://patel-nguyen.biz/main/tags/tagsabout.php,Cryptojacking,Insider Threat,High,High
IOC04152,URL,https://elliott.com/category/categories/explorelogin.php,Rootkit,Organized Crime Syndicate,Low,High
IOC04153,File Hash (SHA256),4a26064e5b1d24c496eb70d5c443201bb9ca2d79ce26f8f6cf4d78045e588012,Phishing,Threat Group Bravo,Low,Medium
IOC04154,Domain,saunders.com,Phishing,Hacktivist Collective,Low,Medium
IOC04155,IP Address,178.15.151.24,DDoS,Threat Group Charlie,Low,Medium
IOC04156,Email Address,michele83@example.net,DDoS,Unknown,Medium,Low
IOC04157,Domain,terry-richards.com,Spyware,Unknown,Low,Low
IOC04158,File Hash (SHA256),da7a59e945a4e07dc5c4cf237f2b0835ee454f1b8ae0d53f5108973135cc76e7,Keylogger,Unknown,Medium,Low
IOC04159,Email Address,hmorton@example.net,Brute Force,Organized Crime Syndicate,Medium,Medium
IOC04160,Email Address,haynesbobby@example.org,SQL Injection Campaign,Script Kiddie,Medium,Low
IOC04161,Domain,thomas-hart.org,Adware,Organized Crime Syndicate,Low,High
IOC04162,Domain,nguyen-johnson.org,Phishing,Threat Group Bravo,High,Critical
IOC04163,IP Address,194.233.196.111,Adware,Threat Group Alpha,Low,High
IOC04164,IP Address,216.234.70.28,Rootkit,Anonymous Group,Low,Medium
IOC04165,IP Address,168.162.67.217,Adware,Organized Crime Syndicate,High,Medium
IOC04166,File Hash (SHA256),6de5ad0e226004e25ca54eec9320991f95c453379b0d05ccae71f9f5944a0376,Malware,Threat Group Bravo,Medium,High
IOC04167,Email Address,tonystokes@example.com,Backdoor,Script Kiddie,Low,Medium
IOC04168,Domain,duran.com,Brute Force,Threat Group Alpha,Medium,Low
IOC04169,Email Address,lambkathleen@example.org,Worm,Threat Group Alpha,High,Medium
IOC04170,Domain,campbell.info,Botnet,Anonymous Group,Medium,Medium
IOC04171,Domain,shepherd.com,Worm,Anonymous Group,Low,Medium
IOC04172,URL,http://williams.biz/categorieshome.html,Brute Force,Threat Group Charlie,High,Critical
IOC04173,File Hash (SHA256),3c8186761fb7d0dcae034ffa25e9900d804085f0072c98a22f7b5d41b168cc47,Malware,Organized Crime Syndicate,Low,Low
IOC04174,Domain,moore-white.net,Botnet,Threat Group Bravo,High,Medium
IOC04175,IP Address,36.42.239.161,Trojan,Script Kiddie,Medium,High
IOC04176,Email Address,klozano@example.net,Adware,Nation-State Actor (Unattributed),High,High
IOC04177,Domain,gay.com,Keylogger,Unknown,Low,Low
IOC04178,Email Address,gleon@example.org,Trojan,Hacktivist Collective,High,Medium
IOC04179,File Hash (SHA256),db4c3906900b6c70dbf982b8e7294e06ce7161e3bf61e6f11584565279d37ec8,Rootkit,Threat Group Bravo,High,Low
IOC04180,Email Address,timothy87@example.net,Botnet,Organized Crime Syndicate,High,Medium
IOC04181,URL,https://www.stevenson.net/tagsabout.htm,Adware,Insider Threat,Low,Low
IOC04182,File Hash (SHA256),ed9669e63b029666a00fd49c4f56fb351763000bf2520706fa597f7c45e72892,Ransomware,Anonymous Group,High,Medium
IOC04183,IP Address,28.59.241.252,Spyware,Hacktivist Collective,Low,High
IOC04184,Domain,ferrell-nash.net,Worm,Hacktivist Collective,Low,Medium
IOC04185,Domain,contreras.net,Adware,Anonymous Group,Medium,Medium
IOC04186,Email Address,kendrajackson@example.com,Backdoor,Insider Threat,Low,High
IOC04187,IP Address,76.99.29.199,SQL Injection Campaign,Hacktivist Collective,High,Critical
IOC04188,URL,http://crawford-meza.com/listregister.jsp,Botnet,Unknown,Medium,High
IOC04189,IP Address,129.206.36.107,Botnet,Threat Group Charlie,Low,Low
IOC04190,Email Address,robertchandler@example.org,Botnet,Anonymous Group,Low,High
IOC04191,URL,http://www.heath-foster.net/tags/blogprivacy.php,Spyware,Threat Group Alpha,Low,High
IOC04192,URL,http://barnes.com/mainhomepage.html,Keylogger,Threat Group Alpha,High,Medium
IOC04193,URL,http://sherman.com/posts/app/categoriesauthor.htm,DDoS,Hacktivist Collective,Low,Low
IOC04194,IP Address,192.236.195.51,Phishing,Threat Group Bravo,High,Low
IOC04195,URL,https://www.mullins.com/applogin.asp,Ransomware,Threat Group Bravo,Medium,Medium
IOC04196,URL,https://reed.org/search/mainfaq.html,Ransomware,Hacktivist Collective,Low,Medium
IOC04197,File Hash (SHA256),31a14926d7cccb96aaa58946fd26a2a25730cca4e6ce33148850552ded8302c1,Keylogger,Unknown,Low,High
IOC04198,IP Address,159.10.3.89,Cryptojacking,Hacktivist Collective,Low,Low
IOC04199,IP Address,214.145.251.184,Brute Force,Threat Group Bravo,Low,Low
IOC04200,Domain,tate.info,Rootkit,Hacktivist Collective,Medium,Low
IOC04201,Email Address,pbailey@example.org,Spyware,Anonymous Group,High,Low
IOC04202,Email Address,hwheeler@example.org,SQL Injection Campaign,Insider Threat,Medium,Medium
IOC04203,IP Address,130.60.155.134,Spyware,Organized Crime Syndicate,Medium,High
IOC04204,IP Address,196.214.80.192,SQL Injection Campaign,Organized Crime Syndicate,Low,Low
IOC04205,URL,http://www.day-grimes.com/postspost.jsp,Trojan,Script Kiddie,High,High
IOC04206,Domain,dawson-thomas.com,Trojan,Threat Group Charlie,High,High
IOC04207,File Hash (SHA256),95c769a32fec12545082bc8ac7176b88d917ddb3fa282cf3d4627650dacf4b23,Spyware,Script Kiddie,Low,Critical
IOC04208,Email Address,xball@example.org,Phishing,Hacktivist Collective,High,Low
IOC04209,URL,https://perez-scott.com/appprivacy.jsp,DDoS,Anonymous Group,High,Medium
IOC04210,URL,https://www.adams.com/list/tags/apphome.html,SQL Injection Campaign,Threat Group Charlie,Low,Medium
IOC04211,IP Address,59.200.31.73,Adware,Anonymous Group,Low,Medium
IOC04212,URL,http://hayes.com/tags/main/appindex.html,Malware,Insider Threat,High,Medium
IOC04213,Email Address,smithleslie@example.net,Adware,Threat Group Charlie,Low,Medium
IOC04214,IP Address,161.22.200.174,Botnet,Insider Threat,Low,Critical
IOC04215,URL,http://lane.biz/tagauthor.html,Brute Force,Organized Crime Syndicate,Low,Medium
IOC04216,File Hash (SHA256),318046947ff6142017e6dd9493c17782aa91e5d73e8efbfa5a689cccf268f1b6,Rootkit,Insider Threat,Low,Medium
IOC04217,IP Address,172.51.112.191,Ransomware,Organized Crime Syndicate,High,Critical
IOC04218,URL,http://www.rogers.com/mainhomepage.htm,Malware,Hacktivist Collective,High,Critical
IOC04219,File Hash (SHA256),2225cc4f4a135464757dbfee573d435d4fe0abb5b519d3665675d65c67e759fb,Trojan,Script Kiddie,High,High
IOC04220,IP Address,80.98.247.163,DDoS,Unknown,High,Low
IOC04221,Domain,hamilton.net,Trojan,Hacktivist Collective,Medium,Critical
IOC04222,IP Address,154.220.198.121,Worm,Anonymous Group,Medium,Low
IOC04223,Domain,barker-townsend.net,Adware,Threat Group Bravo,High,Medium
IOC04224,File Hash (SHA256),472e5edd3b15f45595b14e1ffbb1bae3d1eca1978461b698023176d5586b463d,DDoS,Threat Group Bravo,Medium,High
IOC04225,File Hash (SHA256),e293294916e00afef04ef98d7fe17437a8c1129499d08a70eaa3dc4c779e02da,Keylogger,Hacktivist Collective,Low,Critical
IOC04226,IP Address,161.94.196.41,Trojan,Threat Group Alpha,Low,Low
